ITL_code,Region_name,SIC07_code,SIC07_description,year,value,CoV100,SE,gva_min95,gva_max95
TLC,North East,1,Agriculture and hunting,2012,254,13.636363636363637,34.63636363636363,186.11272727272728,321.8872727272727
TLC,North East,1,Agriculture and hunting,2013,262,15,39.3,184.972,339.028
TLC,North East,1,Agriculture and hunting,2014,350,13,45.5,260.82,439.18
TLC,North East,1,Agriculture and hunting,2015,296,16.25,48.1,201.724,390.276
TLC,North East,1,Agriculture and hunting,2016,257,17.22222222222222,44.26111111111111,170.24822222222224,343.75177777777776
TLC,North East,1,Agriculture and hunting,2017,258,11.05263157894737,28.51578947368421,202.10905263157895,313.89094736842105
TLC,North East,1,Agriculture and hunting,2018,265,19.444444444444446,51.527777777777786,164.00555555555553,365.99444444444447
TLC,North East,1,Agriculture and hunting,2019,297,17.058823529411764,50.66470588235294,197.69717647058823,396.30282352941174
TLC,North East,1,Agriculture and hunting,2020,295,16.086956521739133,47.45652173913044,201.98521739130433,388.01478260869567
TLC,North East,1,Agriculture and hunting,2021,401,19.25925925925926,77.22962962962963,249.62992592592593,552.3700740740741
TLC,North East,1,Agriculture and hunting,2022,420,10.149578359283243,42.62822910898962,336.44867094638033,503.55132905361967
TLC,North East,1,Agriculture and hunting,2023,333,29.131281813510295,97.00716843898928,142.865949859581,523.134050140419
TLC,North East,2,Forestry and logging,2012,18,24,4.32,9.5328,26.4672
TLC,North East,2,Forestry and logging,2013,17,11.428571428571429,1.9428571428571428,13.192,20.808
TLC,North East,2,Forestry and logging,2014,18,10.666666666666668,1.9200000000000002,14.236799999999999,21.7632
TLC,North East,2,Forestry and logging,2015,24,13.999999999999996,3.359999999999999,17.4144,30.5856
TLC,North East,2,Forestry and logging,2016,18,11.428571428571429,2.057142857142857,13.968,22.032
TLC,North East,2,Forestry and logging,2017,24,18,4.32,15.5328,32.4672
TLC,North East,2,Forestry and logging,2018,21,15.23809523809524,3.2,14.728,27.272
TLC,North East,2,Forestry and logging,2019,33,26.818181818181817,8.85,15.654,50.346000000000004
TLC,North East,2,Forestry and logging,2020,30,9.000000000000002,2.7000000000000006,24.708,35.292
TLC,North East,2,Forestry and logging,2021,29,6.896551724137931,2,25.08,32.92
TLC,North East,2,Forestry and logging,2022,33,8.733183397085416,2.881950521038187,27.351376978765153,38.64862302123485
TLC,North East,2,Forestry and logging,2023,32,6.418611459438785,2.053955667020411,27.974246892639997,36.02575310736
TLC,North East,3,Fishing and aquaculture,2012,14,15.714285714285714,2.2,9.687999999999999,18.312
TLC,North East,3,Fishing and aquaculture,2013,13,17.5,2.275,8.541,17.459
TLC,North East,3,Fishing and aquaculture,2014,19,21.25,4.0375,11.086500000000001,26.9135
TLC,North East,3,Fishing and aquaculture,2015,14,13,1.82,10.4328,17.5672
TLC,North East,3,Fishing and aquaculture,2016,12,19,2.2800000000000002,7.531199999999999,16.4688
TLC,North East,3,Fishing and aquaculture,2017,13,34.54545454545455,4.490909090909091,4.197818181818182,21.80218181818182
TLC,North East,3,Fishing and aquaculture,2018,10,20,2,6.08,13.92
TLC,North East,3,Fishing and aquaculture,2019,15,52.5,7.875,-0.4350000000000005,30.435000000000002
TLC,North East,3,Fishing and aquaculture,2020,9,15.454545454545451,1.3909090909090907,6.273818181818182,11.726181818181818
TLC,North East,3,Fishing and aquaculture,2021,10,21.666666666666668,2.166666666666667,5.753333333333333,14.246666666666666
TLC,North East,3,Fishing and aquaculture,2022,13,21.59781330703664,2.8077157299147633,7.496877169367064,18.503122830632936
TLC,North East,3,Fishing and aquaculture,2023,12,19.76831964096236,2.3721983569154834,7.350491220445653,16.649508779554345
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2012,159,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2013,142,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2014,145,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2015,150,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2016,121,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2017,114,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2018,115,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2019,120,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2020,99,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2021,99,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2022,129,NA,NA,NA,NA
TLC,North East,5-8,"Mining and quarrying, excluding support activities",2023,103,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2012,69,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2013,92,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2014,62,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2015,59,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2016,9,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2017,6,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2018,9,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2019,20,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2020,5,29.500000000000007,1.4750000000000005,2.108999999999999,7.891000000000001
TLC,North East,9,Mining support service activities,2021,4,75.625,3.025,-1.9289999999999994,9.928999999999998
TLC,North East,9,Mining support service activities,2022,13,NA,NA,NA,NA
TLC,North East,9,Mining support service activities,2023,16,NA,NA,NA,NA
TLC,North East,10,Manufacture of food products,2012,579,8.250950570342205,47.773003802281366,485.36491254752855,672.6350874524715
TLC,North East,10,Manufacture of food products,2013,594,10,59.400000000000006,477.576,710.424
TLC,North East,10,Manufacture of food products,2014,559,6.967871485943776,38.95040160642571,482.65721285140563,635.3427871485944
TLC,North East,10,Manufacture of food products,2015,594,5.578231292517007,33.13469387755102,529.056,658.944
TLC,North East,10,Manufacture of food products,2016,572,2.7288428324697755,15.608981001727116,541.4063972366149,602.5936027633851
TLC,North East,10,Manufacture of food products,2017,592,7.13235294117647,42.2235294117647,509.24188235294116,674.7581176470588
TLC,North East,10,Manufacture of food products,2018,621,5.96774193548387,37.059677419354834,548.3630322580645,693.6369677419355
TLC,North East,10,Manufacture of food products,2019,585,5.270833333333334,30.834375,524.564625,645.435375
TLC,North East,10,Manufacture of food products,2020,552,11.005917159763314,60.75266272189349,432.9247810650887,671.0752189349113
TLC,North East,10,Manufacture of food products,2021,496,10.803108808290155,53.58341968911917,390.97649740932644,601.0235025906736
TLC,North East,10,Manufacture of food products,2022,477,6.452481069436461,30.778334701211918,416.67446398562464,537.3255360143753
TLC,North East,10,Manufacture of food products,2023,554,5.555921870044783,30.779807160048097,493.67157796630573,614.3284220336943
TLC,North East,11-12,Manufacture of beverages and tobacco products,2012,50,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2013,37,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2014,44,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2015,47,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2016,44,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2017,60,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2018,73,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2019,61,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2020,29,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2021,113,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2022,135,NA,NA,NA,NA
TLC,North East,11-12,Manufacture of beverages and tobacco products,2023,142,NA,NA,NA,NA
TLC,North East,13,Manufacture of textiles,2012,100,6.470588235294117,6.470588235294117,87.31764705882352,112.68235294117648
TLC,North East,13,Manufacture of textiles,2013,114,12.5,14.25,86.07,141.93
TLC,North East,13,Manufacture of textiles,2014,112,18.863636363636367,21.12727272727273,70.59054545454545,153.40945454545454
TLC,North East,13,Manufacture of textiles,2015,115,9.863013698630136,11.342465753424655,92.76876712328767,137.2312328767123
TLC,North East,13,Manufacture of textiles,2016,117,5.69620253164557,6.6645569620253164,103.93746835443038,130.0625316455696
TLC,North East,13,Manufacture of textiles,2017,159,5.116279069767442,8.134883720930233,143.05562790697675,174.94437209302325
TLC,North East,13,Manufacture of textiles,2018,121,10.892857142857142,13.180357142857144,95.1665,146.83350000000002
TLC,North East,13,Manufacture of textiles,2019,135,8.354430379746836,11.278481012658228,112.89417721518987,157.10582278481013
TLC,North East,13,Manufacture of textiles,2020,124,8.333333333333332,10.33333333333333,103.74666666666667,144.25333333333333
TLC,North East,13,Manufacture of textiles,2021,130,10.394736842105264,13.513157894736842,103.5142105263158,156.4857894736842
TLC,North East,13,Manufacture of textiles,2022,101,9.353787110891371,9.447324982000284,82.48324303527944,119.51675696472056
TLC,North East,13,Manufacture of textiles,2023,101,10.317038216223237,10.42020859838547,80.57639114716449,121.42360885283551
TLC,North East,14,Manufacture of wearing apparel,2012,22,20.833333333333336,4.583333333333334,13.016666666666666,30.983333333333334
TLC,North East,14,Manufacture of wearing apparel,2013,23,19.230769230769234,4.423076923076924,14.330769230769228,31.669230769230772
TLC,North East,14,Manufacture of wearing apparel,2014,42,11.11111111111111,4.666666666666666,32.85333333333334,51.14666666666666
TLC,North East,14,Manufacture of wearing apparel,2015,52,NA,NA,NA,NA
TLC,North East,14,Manufacture of wearing apparel,2016,22,NA,NA,NA,NA
TLC,North East,14,Manufacture of wearing apparel,2017,40,NA,NA,NA,NA
TLC,North East,14,Manufacture of wearing apparel,2018,44,NA,NA,NA,NA
TLC,North East,14,Manufacture of wearing apparel,2019,36,21.11111111111111,7.6,21.104,50.896
TLC,North East,14,Manufacture of wearing apparel,2020,52,19.52380952380952,10.15238095238095,32.10133333333334,71.89866666666666
TLC,North East,14,Manufacture of wearing apparel,2021,49,15,7.35,34.594,63.406
TLC,North East,14,Manufacture of wearing apparel,2022,63,19.10898823069621,12.038662585338612,39.40422133273632,86.59577866726369
TLC,North East,14,Manufacture of wearing apparel,2023,53,NA,NA,NA,NA
TLC,North East,15,Manufacture of leather products,2012,8,17.5,1.4,5.256,10.744
TLC,North East,15,Manufacture of leather products,2013,10,21.000000000000004,2.1000000000000005,5.8839999999999995,14.116
TLC,North East,15,Manufacture of leather products,2014,12,44.00000000000001,5.280000000000001,1.6511999999999976,22.348800000000004
TLC,North East,15,Manufacture of leather products,2015,11,NA,NA,NA,NA
TLC,North East,15,Manufacture of leather products,2016,11,NA,NA,NA,NA
TLC,North East,15,Manufacture of leather products,2017,13,NA,NA,NA,NA
TLC,North East,15,Manufacture of leather products,2018,12,19.230769230769234,2.3076923076923084,7.476923076923075,16.523076923076925
TLC,North East,15,Manufacture of leather products,2019,13,16.428571428571427,2.1357142857142852,8.814,17.186
TLC,North East,15,Manufacture of leather products,2020,13,NA,NA,NA,NA
TLC,North East,15,Manufacture of leather products,2021,12,NA,NA,NA,NA
TLC,North East,15,Manufacture of leather products,2022,14,NA,NA,NA,NA
TLC,North East,15,Manufacture of leather products,2023,12,NA,NA,NA,NA
TLC,North East,16,"Manufacture of wood products, except furniture",2012,113,12.884615384615389,14.55961538461539,84.46315384615383,141.53684615384617
TLC,North East,16,"Manufacture of wood products, except furniture",2013,87,29.558823529411764,25.716176470588234,36.59629411764706,137.40370588235294
TLC,North East,16,"Manufacture of wood products, except furniture",2014,100,19.86206896551724,19.86206896551724,61.07034482758621,138.9296551724138
TLC,North East,16,"Manufacture of wood products, except furniture",2015,135,12.266666666666667,16.560000000000002,102.54239999999999,167.4576
TLC,North East,16,"Manufacture of wood products, except furniture",2016,140,14.108527131782944,19.751937984496124,101.2862015503876,178.7137984496124
TLC,North East,16,"Manufacture of wood products, except furniture",2017,141,11.44578313253012,16.138554216867472,109.36843373493976,172.63156626506026
TLC,North East,16,"Manufacture of wood products, except furniture",2018,158,15.316455696202528,24.199999999999992,110.56800000000001,205.432
TLC,North East,16,"Manufacture of wood products, except furniture",2019,222,35.83535108958838,79.5544794188862,66.07322033898305,377.92677966101695
TLC,North East,16,"Manufacture of wood products, except furniture",2020,169,8.88268156424581,15.01173184357542,139.57700558659218,198.42299441340782
TLC,North East,16,"Manufacture of wood products, except furniture",2021,148,16.22641509433962,24.01509433962264,100.93041509433962,195.06958490566038
TLC,North East,16,"Manufacture of wood products, except furniture",2022,181,10.614905955930656,19.212979780234487,143.3425596307404,218.6574403692596
TLC,North East,16,"Manufacture of wood products, except furniture",2023,180,NA,NA,NA,NA
TLC,North East,17,Manufacture of paper products,2012,180,18.041958041958043,32.47552447552447,116.34797202797203,243.65202797202795
TLC,North East,17,Manufacture of paper products,2013,161,8.972602739726026,14.445890410958903,132.68605479452054,189.31394520547946
TLC,North East,17,Manufacture of paper products,2014,183,10.188679245283016,18.645283018867918,146.45524528301888,219.54475471698112
TLC,North East,17,Manufacture of paper products,2015,184,8.235294117647058,15.152941176470586,154.30023529411764,213.69976470588236
TLC,North East,17,Manufacture of paper products,2016,223,1.5555555555555556,3.468888888888889,216.20097777777778,229.79902222222222
TLC,North East,17,Manufacture of paper products,2017,215,2.810457516339869,6.042483660130719,203.1567320261438,226.8432679738562
TLC,North East,17,Manufacture of paper products,2018,179,4.758064516129033,8.516935483870968,162.3068064516129,195.6931935483871
TLC,North East,17,Manufacture of paper products,2019,208,3.310344827586207,6.88551724137931,194.50438620689656,221.49561379310344
TLC,North East,17,Manufacture of paper products,2020,166,2.8169014084507045,4.67605633802817,156.83492957746478,175.16507042253522
TLC,North East,17,Manufacture of paper products,2021,171,7.005988023952095,11.980239520958083,147.51873053892217,194.48126946107783
TLC,North East,17,Manufacture of paper products,2022,170,3.8049955177949832,6.4684923802514716,157.32175493470712,182.67824506529288
TLC,North East,17,Manufacture of paper products,2023,173,5.253951696777247,9.089336435424638,155.18490058656772,190.81509941343228
TLC,North East,18,Printing and reproduction of recorded media,2012,149,32.11678832116788,47.85401459854015,55.206131386861315,242.79386861313867
TLC,North East,18,Printing and reproduction of recorded media,2013,181,19.91561181434599,36.04725738396624,110.34737552742617,251.65262447257385
TLC,North East,18,Printing and reproduction of recorded media,2014,215,18.363636363636363,39.48181818181818,137.61563636363638,292.3843636363636
TLC,North East,18,Printing and reproduction of recorded media,2015,207,14.223602484472046,29.442857142857132,149.29200000000003,264.70799999999997
TLC,North East,18,Printing and reproduction of recorded media,2016,229,10.495049504950495,24.033663366336636,181.8940198019802,276.1059801980198
TLC,North East,18,Printing and reproduction of recorded media,2017,264,16.57439446366782,43.75640138408304,178.23745328719724,349.76254671280276
TLC,North East,18,Printing and reproduction of recorded media,2018,268,10.772357723577237,28.869918699186993,211.4149593495935,324.5850406504065
TLC,North East,18,Printing and reproduction of recorded media,2019,248,8.795811518324607,21.813612565445027,205.24531937172776,290.75468062827224
TLC,North East,18,Printing and reproduction of recorded media,2020,169,15.902777777777779,26.87569444444445,116.32363888888888,221.67636111111113
TLC,North East,18,Printing and reproduction of recorded media,2021,173,14.6875,25.409375,123.197625,222.80237499999998
TLC,North East,18,Printing and reproduction of recorded media,2022,157,17.88317349988303,28.076582394816356,101.96989850615995,212.03010149384005
TLC,North East,18,Printing and reproduction of recorded media,2023,175,7.0747675797017004,12.380843264477976,150.73354720162317,199.26645279837683
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2012,774,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2013,891,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2014,872,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2015,1076,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2016,1031,11.469248291571754,118.24794988610479,799.2340182232347,1262.7659817767653
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2017,964,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2018,956,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2019,942,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2020,834,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2021,835,NA,NA,NA,NA
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2022,711,10.914809624196945,77.60429642804027,558.895579001041,863.104420998959
TLC,North East,CD-CE (19-20),"Manufacture of coke, refined petroleum and chemicals",2023,591,12.7314102852609,75.24263478589192,443.52443581965184,738.4755641803481
TLC,North East,CF (21),Manufacture of pharmaceutical products,2012,889,NA,NA,NA,NA
TLC,North East,CF (21),Manufacture of pharmaceutical products,2013,789,13.94572025052192,110.03173277661796,573.3378037578289,1004.6621962421711
TLC,North East,CF (21),Manufacture of pharmaceutical products,2014,725,16.101190476190478,116.73363095238096,496.20208333333335,953.7979166666667
TLC,North East,CF (21),Manufacture of pharmaceutical products,2015,689,21.28676470588235,146.6658088235294,401.53501470588236,976.4649852941177
TLC,North East,CF (21),Manufacture of pharmaceutical products,2016,892,NA,NA,NA,NA
TLC,North East,CF (21),Manufacture of pharmaceutical products,2017,904,NA,NA,NA,NA
TLC,North East,CF (21),Manufacture of pharmaceutical products,2018,984,11.871428571428568,116.81485714285712,755.0428800000001,1212.95712
TLC,North East,CF (21),Manufacture of pharmaceutical products,2019,1150,13.021645021645025,149.7489177489178,856.4921212121212,1443.5078787878788
TLC,North East,CF (21),Manufacture of pharmaceutical products,2020,1700,NA,NA,NA,NA
TLC,North East,CF (21),Manufacture of pharmaceutical products,2021,1792,17.356223175965667,311.02351931330475,1182.3939021459228,2401.6060978540772
TLC,North East,CF (21),Manufacture of pharmaceutical products,2022,1974,15.850813560122978,312.8950596768276,1360.725683033418,2587.274316966582
TLC,North East,CF (21),Manufacture of pharmaceutical products,2023,2717,15.680984007160196,426.05233547454253,1881.9374224698968,3552.0625775301032
TLC,North East,22,Manufacture of rubber and plastic products,2012,254,10.542372881355933,26.77762711864407,201.5158508474576,306.4841491525424
TLC,North East,22,Manufacture of rubber and plastic products,2013,343,16.699029126213595,57.277669902912635,230.73576699029124,455.26423300970873
TLC,North East,22,Manufacture of rubber and plastic products,2014,379,11.653333333333334,44.166133333333335,292.43437866666665,465.56562133333335
TLC,North East,22,Manufacture of rubber and plastic products,2015,454,16.63135593220339,75.50635593220339,306.00754237288135,601.9924576271187
TLC,North East,22,Manufacture of rubber and plastic products,2016,430,7.478070175438596,32.155701754385966,366.9748245614035,493.0251754385965
TLC,North East,22,Manufacture of rubber and plastic products,2017,359,15.37275064267352,55.18817480719793,250.83117737789206,467.16882262210794
TLC,North East,22,Manufacture of rubber and plastic products,2018,351,5.121293800539084,17.975741239892184,315.76754716981134,386.23245283018866
TLC,North East,22,Manufacture of rubber and plastic products,2019,301,9.961977186311788,29.985551330798483,242.22831939163498,359.77168060836505
TLC,North East,22,Manufacture of rubber and plastic products,2020,321,11.845238095238097,38.02321428571429,246.47449999999998,395.5255
TLC,North East,22,Manufacture of rubber and plastic products,2021,358,23.714285714285708,84.89714285714282,191.60160000000008,524.3983999999999
TLC,North East,22,Manufacture of rubber and plastic products,2022,325,9.520165044673211,30.940536395187934,264.35654866543166,385.64345133456834
TLC,North East,22,Manufacture of rubber and plastic products,2023,319,8.796405441903115,28.060533359670938,264.001354615045,373.998645384955
TLC,North East,23,Manufacture of other non-metallic mineral products,2012,185,15.422535211267606,28.531690140845072,129.07788732394366,240.92211267605634
TLC,North East,23,Manufacture of other non-metallic mineral products,2013,200,19.12751677852349,38.25503355704698,125.02013422818793,274.97986577181206
TLC,North East,23,Manufacture of other non-metallic mineral products,2014,201,13.513513513513514,27.162162162162165,147.76216216216216,254.23783783783784
TLC,North East,23,Manufacture of other non-metallic mineral products,2015,219,10.820512820512821,23.69692307692308,172.55403076923076,265.44596923076926
TLC,North East,23,Manufacture of other non-metallic mineral products,2016,181,9.62406015037594,17.41954887218045,146.85768421052632,215.14231578947368
TLC,North East,23,Manufacture of other non-metallic mineral products,2017,168,11.48936170212766,19.302127659574467,130.16782978723404,205.83217021276596
TLC,North East,23,Manufacture of other non-metallic mineral products,2018,161,6.785714285714286,10.924999999999999,139.587,182.413
TLC,North East,23,Manufacture of other non-metallic mineral products,2019,182,27.473684210526315,50.002105263157894,83.99587368421054,280.00412631578945
TLC,North East,23,Manufacture of other non-metallic mineral products,2020,127,14.07766990291262,17.87864077669903,91.95786407766991,162.0421359223301
TLC,North East,23,Manufacture of other non-metallic mineral products,2021,168,13.064516129032258,21.948387096774194,124.98116129032258,211.01883870967742
TLC,North East,23,Manufacture of other non-metallic mineral products,2022,175,8.95753248596469,15.675681850438206,144.27566357314112,205.72433642685888
TLC,North East,23,Manufacture of other non-metallic mineral products,2023,171,8.43590683942566,14.42540069541788,142.72621463698096,199.27378536301904
TLC,North East,24,Manufacture of basic metals,2012,266,6.136363636363637,16.322727272727274,234.00745454545455,297.99254545454545
TLC,North East,24,Manufacture of basic metals,2013,224,NA,NA,NA,NA
TLC,North East,24,Manufacture of basic metals,2014,248,NA,NA,NA,NA
TLC,North East,24,Manufacture of basic metals,2015,195,10.932203389830509,21.31779661016949,153.2171186440678,236.7828813559322
TLC,North East,24,Manufacture of basic metals,2016,235,5.227272727272727,12.284090909090908,210.92318181818183,259.07681818181817
TLC,North East,24,Manufacture of basic metals,2017,191,12.215189873417719,23.33101265822784,145.27121518987343,236.72878481012657
TLC,North East,24,Manufacture of basic metals,2018,166,6.706586826347305,11.132934131736526,144.17944910179642,187.82055089820358
TLC,North East,24,Manufacture of basic metals,2019,176,9.387755102040815,16.522448979591836,143.61599999999999,208.38400000000001
TLC,North East,24,Manufacture of basic metals,2020,228,14.59349593495935,33.27317073170732,162.78458536585367,293.2154146341463
TLC,North East,24,Manufacture of basic metals,2021,210,18.21276595744681,38.246808510638296,135.03625531914895,284.96374468085105
TLC,North East,24,Manufacture of basic metals,2022,197,6.511845015712686,12.828334680953992,171.85646402533018,222.14353597466982
TLC,North East,24,Manufacture of basic metals,2023,174,15.969751543215521,27.787367685195008,119.53675933701778,228.46324066298223
TLC,North East,25,Manufacture of fabricated metal products,2012,748,8.155339805825243,61.001941747572815,628.4361941747572,867.5638058252428
TLC,North East,25,Manufacture of fabricated metal products,2013,737,12.04248366013072,88.7531045751634,563.0439150326797,910.9560849673203
TLC,North East,25,Manufacture of fabricated metal products,2014,788,13.115183246073297,103.34764397905758,585.4386178010471,990.5613821989529
TLC,North East,25,Manufacture of fabricated metal products,2015,750,7.734056987788331,58.00542740841248,636.3093622795116,863.6906377204884
TLC,North East,25,Manufacture of fabricated metal products,2016,773,7.5,57.974999999999994,659.369,886.631
TLC,North East,25,Manufacture of fabricated metal products,2017,770,10.226415094339622,78.74339622641509,615.6629433962264,924.3370566037736
TLC,North East,25,Manufacture of fabricated metal products,2018,808,8.49933598937583,68.6746347941567,673.3977158034529,942.6022841965471
TLC,North East,25,Manufacture of fabricated metal products,2019,941,6.324324324324325,59.5118918918919,824.3566918918918,1057.6433081081082
TLC,North East,25,Manufacture of fabricated metal products,2020,1024,8.947368421052632,91.62105263157895,844.4227368421052,1203.5772631578948
TLC,North East,25,Manufacture of fabricated metal products,2021,779,6.228287841191067,48.518362282878414,683.9040099255583,874.0959900744417
TLC,North East,25,Manufacture of fabricated metal products,2022,754,7.366838080740837,55.54595912878591,645.1299201075797,862.8700798924203
TLC,North East,25,Manufacture of fabricated metal products,2023,828,6.420513106447552,53.16184852138573,723.802776898084,932.197223101916
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2012,262,44.90909090909091,117.66181818181816,31.382836363636414,492.61716363636356
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2013,255,37.35294117647059,95.25,68.31,441.69
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2014,196,55.53030303030303,108.83939393939394,-17.325212121212132,409.32521212121213
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2015,150,34.36363636363636,51.54545454545453,48.97090909090912,251.02909090909088
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2016,182,12.142857142857142,22.1,138.684,225.316
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2017,221,20.287356321839077,44.83505747126436,133.12328735632184,308.87671264367816
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2018,248,20.94736842105263,51.949473684210524,146.1790315789474,349.8209684210526
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2019,281,57.194244604316545,160.7158273381295,-34.003021582733766,596.0030215827337
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2020,378,27.508771929824565,103.98315789473686,174.19301052631576,581.8069894736842
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2021,354,17.663551401869157,62.528971962616815,231.44321495327102,476.556785046729
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2022,259,15.56722044808512,40.31910096054046,179.9745621173407,338.0254378826593
TLC,North East,CI (26),"Manufacture of computer, electronic and optical products",2023,291,14.120322218040323,41.09013765449734,210.4633301971852,371.5366698028148
TLC,North East,CJ (27),Manufacture of electrical equipment,2012,227,10.22727272727273,23.215909090909097,181.49681818181818,272.5031818181818
TLC,North East,CJ (27),Manufacture of electrical equipment,2013,242,13.9568345323741,33.775539568345316,175.7999424460432,308.2000575539568
TLC,North East,CJ (27),Manufacture of electrical equipment,2014,281,10.167785234899329,28.571476510067114,224.99990604026846,337.00009395973154
TLC,North East,CJ (27),Manufacture of electrical equipment,2015,248,4.017857142857143,9.964285714285715,228.47,267.53
TLC,North East,CJ (27),Manufacture of electrical equipment,2016,237,9.215686274509803,21.841176470588234,194.19129411764706,279.8087058823529
TLC,North East,CJ (27),Manufacture of electrical equipment,2017,260,7.39622641509434,19.230188679245284,222.30883018867925,297.6911698113208
TLC,North East,CJ (27),Manufacture of electrical equipment,2018,278,4.673913043478261,12.993478260869566,252.53278260869564,303.46721739130436
TLC,North East,CJ (27),Manufacture of electrical equipment,2019,288,6.232394366197183,17.949295774647887,252.81938028169014,323.18061971830986
TLC,North East,CJ (27),Manufacture of electrical equipment,2020,307,9.353448275862068,28.71508620689655,250.71843103448276,363.28156896551724
TLC,North East,CJ (27),Manufacture of electrical equipment,2021,297,6.40495867768595,19.02272727272727,259.7154545454546,334.2845454545454
TLC,North East,CJ (27),Manufacture of electrical equipment,2022,264,6.031169341198716,15.92228706076461,232.79231736090136,295.2076826390986
TLC,North East,CJ (27),Manufacture of electrical equipment,2023,269,8.723291150899568,23.465653195919838,223.0073197359971,314.9926802640029
TLC,North East,CK (28),Manufacture of machinery and equipment,2012,952,4.757630161579892,45.29263913824058,863.2264272890485,1040.7735727109516
TLC,North East,CK (28),Manufacture of machinery and equipment,2013,1084,5.7405614714424,62.22768635043562,962.0337347531462,1205.9662652468537
TLC,North East,CK (28),Manufacture of machinery and equipment,2014,1016,5.426356589147287,55.13178294573643,907.9417054263566,1124.0582945736435
TLC,North East,CK (28),Manufacture of machinery and equipment,2015,1021,6.2707182320441985,64.02403314917126,895.5128950276244,1146.4871049723756
TLC,North East,CK (28),Manufacture of machinery and equipment,2016,971,1.6084788029925183,15.618329177057353,940.3880748129676,1001.6119251870324
TLC,North East,CK (28),Manufacture of machinery and equipment,2017,902,3.553719008264463,32.054545454545455,839.1730909090909,964.8269090909091
